arxiv_id,title,authors,year,venue,perspective,categories,contribution_type,relevance_to_RP,found_by_count,pdf_filename,url
2302.11636,Do We Really Need Complicated Model Architectures For Temporal Networks?,Weilin Cong et al.,2023,arXiv preprint,Methods/Theory,temporal-gnn; dynamic-graph; graph-transformer; graph-ssl,Method; Baseline,"GraphMixer and its successor DyGFormer directly address the Temporal (X) axis of TAC-Graph by providing efficient architectures for learning over dynamic, time-stamped graph edges — a core challenge when fusing git commit histories and agent operation sequences into Temporal GNNs. The simplicity findings also inform design choices for Form B's Graph-VAE compression of the full tensor.",1,2302.11636.pdf,https://arxiv.org/abs/2302.11636
2208.07239,ROLAND: Graph Learning Framework for Dynamic Graphs,Jiaxuan You et al.,2022,KDD 2022,Methods/Theory,temporal-gnn; dynamic-graph; graph-transformer; graph-ssl,Method; Baseline,"ROLAND's recurrent hierarchical node-state update mechanism directly addresses TAC-Graph's temporal axis (X), providing a principled way to model code graph evolution across commits and agent operations at mismatched time granularities. Its live-update evaluation paradigm also maps naturally to the streaming nature of agent trajectory events on the agentic axis (Y).",1,2208.07239.pdf,https://arxiv.org/abs/2208.07239
1905.11485,Representation Learning for Dynamic Graphs: A Survey,Seyed Mehran Kazemi et al.,2020,Journal of Machine Learning Research,Methods/Theory,temporal-gnn; dynamic-graph; graph-transformer; code-graph,Theory; Baseline,"This survey provides a foundational taxonomy of temporal/dynamic graph representation learning methods directly applicable to TAC-Graph's temporal (X) axis, informing the Temporal GNN and Graph Transformer designs needed to handle mismatched time granularities between agent ops (seconds) and commits (days). The encoder-decoder perspective it offers also maps naturally onto TAC-Graph's Form B (Graph-VAE latent embeddings) for compressing the full 3D tensor.",1,1905.11485.pdf,https://arxiv.org/abs/1905.11485
2303.13047,Towards Better Dynamic Graph Learning: New Architecture and Unified Library,Le Yu et al.,2023,NeurIPS 2023,Methods/Theory,temporal-gnn; dynamic-graph; graph-transformer; graph-ssl,Method; Benchmark; Baseline,"DyGFormer directly addresses the Temporal (X) axis of TAC-Graph by providing a principled Transformer architecture for learning over evolving graph structures with mismatched time granularities, which mirrors the commit-to-agent-op scale mismatch. DyGLib's unified benchmark infrastructure also offers a reusable evaluation scaffold for validating TAC-Graph's Temporal GNN and Graph Transformer components.",1,2303.13047.pdf,https://arxiv.org/abs/2303.13047
2311.12255,Exploring Time Granularity on Temporal Graphs for Dynamic Link Prediction in Real-world Networks,Xiangjian Jiang et al.,2023,Temporal Graph Learning Workshop @ NeurIPS 2023,Methods/Theory,temporal-gnn; dynamic-graph; software-evolution; graph-transformer,Method; Benchmark,"TAC-Graph's temporal (X) axis must reconcile mismatched time granularities between agent ops (seconds) and commits (days); this paper directly addresses how granularity choices affect DGNN performance on evolving graphs, informing the Temporal GNN component of TAC-Graph. Its benchmarking of memory mechanisms across granularities also provides baselines relevant to modeling codebase evolution over time.",1,2311.12255.pdf,https://arxiv.org/abs/2311.12255
2304.05729,Dynamic Graph Representation Learning with Neural Networks: A Survey,Leshanshui Yang et al.,2023,arXiv preprint,Methods/Theory,temporal-gnn; dynamic-graph; graph-transformer; software-evolution,Method; Theory,"This survey directly underpins the Temporal (X) axis of TAC-Graph, providing a taxonomy of Dynamic GNN architectures for modeling graph evolution over time — essential for the proposed Temporal GNN / Graph Transformer component that must reconcile agent-level (seconds) and commit-level (days) granularity. The design guidelines for handling temporal information inform how TAC-Graph fuses the mismatched time granularities across its three axes.",1,2304.05729.pdf,https://arxiv.org/abs/2304.05729
1611.07308,Variational Graph Auto-Encoders,Thomas N. Kipf et al.,2016,Bayesian Deep Learning Workshop (NIPS 2016),Methods/Theory,graph-vae; graph-ssl; code-graph; gnn-for-code,Method; Baseline,"This paper is the foundational method for TAC-Graph's Form B (implicit Graph-VAE), providing the core architecture for compressing the full 3D tensor into a latent embedding usable as soft-prompts or prefix tuning. It also establishes the baseline for link-prediction in graphs, directly applicable to predicting structural and temporal edges across the TAC-Graph's spatial (AST/CFG/DFG) and temporal axes.",1,1611.07308.pdf,https://arxiv.org/abs/1611.07308
1802.03480,GraphVAE: Towards Generation of Small Graphs Using Variational Autoencoders,Martin Simonovsky et al.,2018,arXiv preprint,Methods/Theory,graph-vae; graph-ssl; code-graph; context-compression,Method; Baseline,"GraphVAE directly instantiates TAC-Graph Form B: a Graph-VAE that compresses the full 3D tensor into a latent embedding for soft-prompt/prefix-tuning use, making this the canonical architectural baseline for that delivery form. Its one-shot probabilistic graph decoder and graph-matching training objective are directly applicable to encoding heterogeneous code graphs with temporal and agentic annotations.",1,1802.03480.pdf,https://arxiv.org/abs/1802.03480
1806.08804,Hierarchical Graph Representation Learning with Differentiable Pooling,Rex Ying et al.,2018,NeurIPS 2018,Methods/Theory,graph-vae; gnn-for-code; code-graph; graph-ssl,Method; Baseline,"DiffPool's differentiable hierarchical pooling directly informs TAC-Graph's Form B (Graph-VAE), providing a mechanism to compress hierarchical code-structure graphs (AST, CFG, call graphs) into latent embeddings across the spatial axis. It also serves as a baseline pooling strategy for Temporal GNNs operating over the 3D tensor's graph-structured layers.",1,1806.08804.pdf,https://arxiv.org/abs/1806.08804
2012.09699,A Generalization of Transformer Networks to Graphs,Vijay Prakash Dwivedi et al.,2020,AAAI 2021 Workshop on Deep Learning on Graphs: Methods and Applications (DLG-AAAI'21),Methods/Theory,graph-transformer; gnn-for-code; code-graph; graph-ssl,Method; Baseline,"The Graph Transformer architecture proposed here is directly applicable to TAC-Graph's Z (spatial) and X (temporal) axes, where AST/CFG/DFG graphs and temporal commit graphs need attention over structured topology rather than sequences. It also underpins the Temporal GNN component proposed for handling mismatched time-granularity across agent and commit history.",1,2012.09699.pdf,https://arxiv.org/abs/2012.09699
2007.02835,Self-Supervised Graph Transformer on Large-Scale Molecular Data,Yu Rong et al.,2020,NeurIPS 2020,Methods/Theory,graph-transformer; graph-ssl; graph-vae; graph-representation-learning,Method,"GROVER's graph transformer architecture with self-supervised pretraining is directly relevant to TAC-Graph's Z/Spatial axis and Form B: the graph-VAE latent embedding approach can draw on GROVER's design for compressing structured graph representations (AST, CFG, DFG) into dense embeddings for soft-prompt injection. Its multi-level SSL objectives also inform how to pretrain over code graphs without labeled supervision.",1,2007.02835.pdf,https://arxiv.org/abs/2007.02835
2106.05234,Do Transformers Really Perform Bad for Graph Representation?,Chengxuan Ying et al.,2021,NeurIPS 2021,Methods/Theory,graph-transformer; gnn-for-code; code-graph; graph-ssl,Method; Theory; Baseline,"Graphormer's structural encodings for graph transformers directly inform TAC-Graph's Temporal GNN / Graph Transformer component for reasoning over the spatial axis (AST, CFG, call graphs) and cross-dimension projections. Its unification of GNNs as special cases of attention provides theoretical grounding for the graph-VAE (Form B) latent embedding approach.",1,2106.05234.pdf,https://arxiv.org/abs/2106.05234
2205.10803,GraphMAE: Self-Supervised Masked Graph Autoencoders,Zhenyu Hou et al.,2022,KDD 2022,Methods/Theory,graph-ssl; graph-vae; gnn-for-code; code-graph,Method; Baseline,"GraphMAE's masked autoencoder framework for graph self-supervised learning is directly relevant to TAC-Graph's Form B (Graph-VAE), providing a concrete backbone architecture for compressing the 3D code-evolution tensor into latent embeddings for soft-prompt injection. Its feature-reconstruction objective and masking strategy could also inform pre-training of the Spatial-axis code-structure graphs in the TAC-Graph representation.",1,2205.10803.pdf,https://arxiv.org/abs/2205.10803
2205.12454,"Recipe for a General, Powerful, Scalable Graph Transformer (GraphGPS)",Ladislav Rampášek et al.,2022,NeurIPS 2022,Methods/Theory,graph-transformer; graph-ssl; code-graph; temporal-gnn,Method; Baseline,"GraphGPS's modular graph Transformer architecture—combining local message-passing with global attention—is directly applicable to TAC-Graph's Z (spatial) axis for learning over AST/CFG/DFG structures, and to temporal GNN layers on the X (temporal) axis for aggregating commit-level evolution. Its scalability and positional encoding taxonomy also inform Form B's Graph-VAE design for compressing the full 3D tensor into latent embeddings.",1,2205.12454.pdf,https://arxiv.org/abs/2205.12454
2304.04779,GraphMAE2: A Decoding-Enhanced Masked Self-Supervised Graph Learner,Zhenyu Hou et al.,2023,WWW 2023,Methods/Theory,graph-ssl; graph-vae; graph-transformer,Method,"GraphMAE2's masked autoencoder and latent representation prediction techniques are directly relevant to TAC-Graph's Form B (Graph-VAE), which compresses the 3D code tensor into latent embeddings for soft-prompt or prefix-tuning use. Its decoding regularization strategies could inform how the spatial (AST/CFG) and temporal axes of the TAC-Graph tensor are reconstructed from compressed representations.",1,2304.04779.pdf,https://arxiv.org/abs/2304.04779
2103.00111,Graph Self-Supervised Learning: A Survey,Yixin Liu et al.,2022,IEEE Transactions on Knowledge and Data Engineering,Methods/Theory,graph-ssl; graph-vae; graph-transformer; code-graph,Method; Theory; Baseline,"This survey's coverage of generation-based and contrastive graph SSL methods directly informs the Graph-VAE (Form B) component of TAC-Graph, which compresses the 3D tensor into latent embeddings for soft-prompt/prefix-tuning use. The unified framework for pretext tasks on graph structures also provides theoretical grounding for self-supervised pre-training over the temporal and spatial axes of the TAC-Graph representation.",1,2103.00111.pdf,https://arxiv.org/abs/2103.00111
2101.00190,Prefix-Tuning: Optimizing Continuous Prompts for Generation,Xiang Lisa Li et al.,2021,ACL 2021,Methods/Theory,soft-prompt; prefix-tuning; context-compression; knowledge-grounded-codegen,Method; Baseline,"Prefix-tuning is the direct technical foundation for TAC-Graph Form B, where the compressed tensor embedding is injected into a frozen LLM as a soft-prompt prefix rather than occupying explicit context-window tokens. It provides the baseline mechanism for evaluating how efficiently agent-trajectory and temporal history can be encoded as continuous prefix vectors for downstream code generation or retrieval tasks.",1,2101.00190.pdf,https://arxiv.org/abs/2101.00190
2104.08691,The Power of Scale for Parameter-Efficient Prompt Tuning,Brian Lester et al.,2021,EMNLP 2021,Methods/Theory,soft-prompt; prefix-tuning; context-compression; knowledge-grounded-codegen,Method; Baseline,"This paper is the foundational reference for TAC-Graph's Form B, which proposes compressing the 3D code evolution tensor into a latent embedding delivered as soft-prompts or prefix tuning to bypass the context window. The prompt tuning mechanism it introduces is directly the injection mechanism Form B relies on to load compressed graph representations into frozen LLMs without modifying model weights.",1,2104.08691.pdf,https://arxiv.org/abs/2104.08691
2110.07602,P-Tuning v2: Prompt Tuning Can Be Comparable to Fine-tuning Universally Across Scales and Tasks,Xiao Liu et al.,2022,Proceedings of the 60th Annual Meeting of the Association for Computational Linguistics (ACL 2022),Methods/Theory,soft-prompt; prefix-tuning; context-compression; knowledge-grounded-codegen,Method; Baseline,"P-Tuning v2's deep prefix tuning across all transformer layers is a direct technical foundation for TAC-Graph Form B, where the 3D tensor's latent embedding is injected as soft-prompts or prefix tokens to compress temporal and agentic context without consuming the context window. It also serves as a baseline for evaluating how effectively graph-VAE-derived embeddings can condition a coding agent compared to standard parameter-efficient tuning.",1,2110.07602.pdf,https://arxiv.org/abs/2110.07602
2304.08467,Learning to Compress Prompts with Gist Tokens,Jesse Mu et al.,2023,NeurIPS 2023,Methods/Theory,soft-prompt; context-compression; prefix-tuning,Method,"Directly supports TAC-Graph Form B, where the full 3D tensor (temporal + agentic + spatial axes) must be injected into an LLM without exhausting the context window — gist-token compression offers a mechanism to distill large graph-structured histories into compact soft-prompt embeddings. The caching property of gist tokens also aligns with the need to reuse compressed representations of static code structure (Z-axis AST/CFG) across multiple agent queries.",1,2304.08467.pdf,https://arxiv.org/abs/2304.08467
2305.14788,Adapting Language Models to Compress Contexts,Alexis Chevalier et al.,2023,EMNLP 2023,Methods/Theory,soft-prompt; context-compression; prefix-tuning; knowledge-grounded-codegen,Method,"AutoCompressors directly instantiate TAC-Graph Form B: the summary vectors produced by compressing git history, agent trajectories, and code-structure context could be loaded as soft-prompt prefixes, bypassing context-window limits when injecting the full 3D tensor into a coding LLM. The segment-wise compression scheme also aligns naturally with the heterogeneous time granularities of the Temporal and Agentic axes.",1,2305.14788.pdf,https://arxiv.org/abs/2305.14788
2307.06945,In-context Autoencoder for Context Compression in a Large Language Model,Tao Ge et al.,2023,ICLR 2024,Methods/Theory,context-compression; soft-prompt; prefix-tuning; graph-vae,Method,"Directly relevant to TAC-Graph Form B: the ICAE memory-slot compression mechanism offers a concrete blueprint for encoding the full 3D tensor (temporal + agentic + spatial axes) into soft-prompt embeddings that can be injected into a coding agent's context window as prefix tokens, bypassing context-length limits. Its autoencoding pretraining paradigm also informs how Graph-VAE latent embeddings of code history could be aligned with an LLM's token space for implicit retrieval.",1,2307.06945.pdf,https://arxiv.org/abs/2307.06945
2310.05736,LLMLingua: Compressing Prompts for Accelerated Inference of Large Language Models,Huiqiang Jiang et al.,2023,EMNLP 2023,Methods/Theory,context-compression; soft-prompt; prefix-tuning; knowledge-grounded-codegen,Method,"Directly relevant to TAC-Graph Form B, where the full temporal-agentic-contextual tensor must be compressed into a compact representation (latent embeddings or soft-prompts) that can be injected into an LLM without exhausting the context window. LLMLingua's budget-controlled token compression offers a concrete prior-art baseline for how 3D subgraph summaries could be distilled before prefix-tuning injection.",1,2310.05736.pdf,https://arxiv.org/abs/2310.05736
2405.13792,xRAG: Extreme Context Compression for Retrieval-augmented Generation with One Token,Xin Cheng et al.,2024,NeurIPS 2024,Methods/Theory,context-compression; soft-prompt; retrieval-augmented; prefix-tuning,Method,"xRAG's single-token document compression via modality bridging is directly analogous to TAC-Graph Form B, where the 3D tensor (temporal + agentic + spatial axes) is compressed into soft-prompt embeddings injected as prefix tuning rather than occupying the context window. The multimodal fusion paradigm also informs how heterogeneous graph embeddings from different TAC-Graph axes could be projected into a shared LLM representation space.",1,2405.13792.pdf,https://arxiv.org/abs/2405.13792
2210.04726,Knowledge Prompts: Injecting World Knowledge into Language Models through Soft Prompts,Cicero Nogueira dos Santos et al.,2022,arXiv preprint,Methods/Theory,soft-prompt; prefix-tuning; context-compression; knowledge-grounded-codegen,Method,"Directly relevant to TAC-Graph Form B, which proposes compressing the 3D code evolution tensor into soft-prompts/prefix tuning to bypass context-window limits. This paper provides foundational evidence that structured knowledge (analogous to git history and agent trajectories) can be distilled into learned soft prompts and injected into frozen LMs for downstream task improvement.",1,2210.04726.pdf,https://arxiv.org/abs/2210.04726
2404.04997,Adapting LLMs for Efficient Context Processing through Soft Prompt Compression,Cangqing Wang et al.,2024,IPCA 2024,Methods/Theory,soft-prompt; context-compression; prefix-tuning; knowledge-grounded-codegen,Method,"Directly supports TAC-Graph Form B, which compresses the 3D tensor into latent embeddings loaded as soft prompts or prefix tuning to bypass context window limits. The SoftPromptComp framework's combination of summarization and soft prompt compression offers a concrete mechanism for injecting history-aware code graph context into LLMs without exhausting their context window.",1,2404.04997.pdf,https://arxiv.org/abs/2404.04997
